"english","tulu"
"That was the first time that a developer of a single brand had come up with a new product.","ಆ ಕಾಲೊದ ಬ್ರಾಹ್ಮೀಲಿಪಿಡ್ದ್ ಅಕಾರೊ ವಿಕಾಸೊ ಆದ್ ಇನಿತ ರೂಪೊನು ತಾಲ್ದ್‌ಂಡ್ಂದ್ ಗುಮನೊಗು ದೆತೊನೊಡು"
"Don 't be afraid to use this line of code.","ದುಂಬುದ ಕಾಲೊಡು ಈ ನರೆನ್ ತಿಂದ್‌‍ದ್ ಬದುಕೊಂದಿತ್ತೆರ್"
"Increase in the number of people for every 10 % increase","೯% ದಾತ್ ಬೇಡಿಕೆ ಜೀರ್ದರಿಗ್ ಹೆಚ್ಚೊಂದುಂಡು"
"Vector gunner's code has been designed for a wide range of applications.","ಬಡಗುತಿಟ್ಟುದ ಪ್ರಸಿದ್ಧ ಕಲಾವಿದ ಹೇರಂಜಾಲು ವೆಂಕಟರಮಣ ಗಾಣಿಗರೆನ ಕೈಡ್ ಬಡಗುತಿಟ್ಟುದ ನಾಟ್ಯಾಭ್ಯಾಸ ಪಡೆದು ಇತ್ತೆರ್"
"Powered by Powerful Powerful Energy","ಆ ಶಕ್ತಿಪೀಟೊಲೆಡ್ ಚಿಂತಪೂರ್ಣಿ ಶಕ್ತಿಪೀಟೊಲಾ ಒಂಜಿ"
"Akaaron latin aksharom da is a unique invention.","ಆಕಾರೊ ಲ್ಯಾಟಿನ್ ಅಕ್ಷರ ""m"" ದ ಒಂಜಿ ಸುತ್ತು ಆಕಾರೊದ ಆವೃತ್ತಿ"
"You can also add an admin to Wikipedia along with Wikipedia's LD or WAR.","ತುಳು ವಿಕಿಪೀಡಿಯೊಗು ನಿರ್ವಾಹಕೆರೆನ್ (Admin) ಆಯ್ಕೆ ಮಲ್ಪುಲೆ ತುಳು ವಿಕಿಪೀಡಿಯೊ ಲೈವ್ ಆದ್ ವಾರೊ ಆವೊಂದು ಬತ್ತ್‌ಂಡ್"
"Krishna Raj ( 1713-1731 ) Rani of Mysore","ಮೈಸೂರುದ ದೊರೆ ಮಲ್ಲ ಕೃಷ್ಣರಾಜನ (1713-1731) ರಾಣಿ"
"Rdn Kalanswami Puttabasava Amrchulya Simeleed is a British counter-insurgency fighter pilot based in Kamampady  Ramagundam district of Tamil Nadu  India.","ರಡ್ಡನೆ ಕಲ್ಯಾಣಸ್ವಾಮಿ ಪುಟ್ಟಬಸವ ಅಮರಸುಳ್ಯ ಸೀಮೆಲೆಡ್ ಬ್ರಿಟಿಷರ ವಿರೋಧ ಪೊರಂಬಾಟದ ಮುಖಂಡೆಯಾದಿತ್ತಿನ ಕೆದಂಪಾಡಿ ರಾಮೇಗೌಡರ್ ಸುರುತ ಕಲ್ಯಾಣಸ್ವಾಮಿನೊಟ್ಟುಗು ಇತ್ತಿನ ಕೊಡಗ್‌ದ ಏಳುಸಾವಿರ ಸೀಮೆದ ಪುಟ್ಟಬಸವ ಪನ್ಪಿನಾಯನ್ ಆಯ್ಕೆ ಮಲ್ತ್‌ದ್ ಬೆಳ್ಳಾರೆ ಕೋಟೆಗ್ ಲೆತ್ತೊಂದು ಪೋದು ಅಲ್ಪ ಪಾಡಿನ ದೊಂಪೊದ ಅಡಿಟ್ ಸಿಂಹಾಸನದ ಮಿತ್ತ್ ಕುಳ್ಳವೆ"
"भारत युरोप उस अस्त्रेलिया और दक्षिण कोरीय आये बोक्शीन फ्रिकाड विदार्थिलेग निलिक कल्पावर","ಭಾರತ  ಯುರೋಪ್  ಯುಎಸ್ಎ  ಆಸ್ಟ್ರೇಲಿಯಾ  ದಕ್ಷಿಣ ಕೊರಿಯಾ  ಯುಎಇ ಬೊಕ್ಕ ದಕ್ಷಿಣ ಆಫ್ರಿಕಾಡ್ ವಿದ್ಯಾರ್ಥಿಲೆಗ್ ನಲಿಕೆ ಕಲ್ಪಾವೆರ್"
"Road Akkineni Nageshwar Rao Vijay Nirmal Left Front CMC","ರಾವ್ ಅಕ್ಕಿನೇನಿ ನಾಗೇಶ್ವರ ರಾವ್  ವಿಜಯ ನಿರ್ಮಲ ೧೯೬೮ ಮನ ಸಂಸಾರಂ ಸಿ"
"Road project in India along the Kondhdari-Sanskrit Pathway","ಕನ್ನಡೊಡ್ ದಾರಿ  ಸಂಸ್ಕ್ರತಡ್ ಪಥ  ಮಾರ್ಗ  ಇಂಗ್ಲಿಶ್ ಡ್ road ಪನ್ಪೆರ್"
"Samle / tamle / chammle / amle totally means the same thing.","ಸಮ್ಮಲೆ/ತಮ್ಮಲೆ/ಚಮ್ಮಲೆ/ಅಮ್ಮಲೆ ಪೂರಾ ಒಂಜೇ ಅರ್ಥೊ ಕೊರ್ಪುಂಡು"
"Konkoni-Kongga Utpakari","ಕೊಂಕಣಿ - ಕಣ್ಗ ಉಪ್ಕರಿ"
"You're looking at a mooted plan","ಮೀ ಮುಟ್ಟಡ್ ಚಂದ್ರೆ ತೋಜುವೆ"
"Bangaluru Electricity Silicon City Powering Laptop Computers","ಬೆಂಗಳೂರುನ್ ಎಲೆಕ್ಟ್ರಿಸಿಟಿ ಸಿಲಿಕಾನ್ ಸಿಟಿ ಪಂದು ಲೆಪ್ಪುವೆರ್ ಬೆಂಗಳೂರುನು ಕೆಂಪೆಗೌಡೆರು ಕಟ್ಟಾಯೆರ್"
"There is also an image of Pratyanji Gagrola Maatru Nakshatra and a huge explosion.","ಪ್ರತಿಯೊಂಜಿ ಗ್ರಹೊಲಾ ಮಾತೃ ನಕ್ಷತ್ರೊಡ್ದ್ ಅಯಿತ ಮಿತ್ತ್ ಬೂರುನ ವಿಕಿರಣೊನು ಪ್ರತಿಫಲಿಸದ್ ತನ್ನೊ ಇರವುನು ಪ್ರಕಟಿಸವುಂಡು"
"You can 't have a long-term relationship with someone who doesn 't get along well with them.","ಜೀವನೊ ಅತ್ತಿಮಬ್ಬೆನ ಪೊಪ್ಪ ನಾಗಮಯ್ಯ"
"Harshavardhan Dheeraswara is one such person who has written many books on this subject and he is also an author of many books including ISO 15919.","ಹೃಸ್ವಸ್ವರೊ ದೀರ್ಘಸ್ವರೊ ಅ ಆ ಇ ಈ ಉ ಊ ಎ ಏ ಒ ಓ ಈ ತುಳು ಅಕ್ಷರೊನು ಬರೆಪುನ ಬುಕ್ಕೊ ಉಚ್ಛರಿಸಾವುನ ಇದಾನೊ ಕನ್ನಡ ದೇವನಾಗರಿ ISO 15919 ಸಂಕೇತೊ ಬರೆಪುನ ಇದಾನೊ ಪನ್ಪುನ ಕ್ರಮೊ ಈ ई ī ಫೈಲ್:Kannada-alphabet-ee"
"Today's Next Topper","ಇಂಚನೆ ಗೊಬ್ಬುನು ಮುಂದುವರಿಸಾವೊಂದ್ ಪೋಪೆರ್"
"In today's circumstances  it is sometimes possible for the winning team to take the field on its own.","ಇಂತಹ ಸಂದರ್ಭಗಳಲ್ಲಿ ಕೆಲವೊಮ್ಮೆ ವಿಜೇತ ಹುಲಿಯು ಸೋತವನನ್ನು ತನ್ನ ಪ್ರಾಂತ್ಯದಲ್ಲಿಯೇ ಉಳಿಯಗೊಡುವುದು ಸಹ ಇದೆ"
"Soliga Vachana Bukko Tamil Sangam's Daredi Vachaya Soliga Janu Patar Barber ( सोलिगा जनु पतार बेर )","ಸೋಲಿಗ (ಶೋಲಗ) ಬಾಸೆ ಕನ್ನಡ ಬುಕ್ಕೊ ತಮಿಳ್‌ಗ್ ಸಮ್ಮಂದೊ ಆಯಿನ ದ್ರಾವಿಡ ಬಾಸೆಯಾದ್  ಸೋಲಿಗ ಜನೊ ಪಾತೆರ್‌ಬೆರ್"
"If you are a large private sector enterprise  you will be able to create a community of people through the creation of a community structure.","ಅಹಮದಾಬಾದ್ ಡ್ ಉಪ್ಪುನ ಒಂಜಿ ಕಲಾ ಸಂಸ್ಥೆ ದರ್ಪನಾ ಅನ್ಸೂನಿ ಚಿತ್ರದ ನಿರ್ಮಾಣದ ಮೂಲಕ ಸಾರ್ವಜನಿಕ ಜಾಗೃತಿ ಚಳುವಳಿನ್ ಸೃಷ್ಟಿ ಮಲ್ತ್ ಂಡ್"
"This is the S of More than one L. M. D. Sur.","ಮೇರ್ ಒಂಜಿ ಎಲ್ಯ ಮಟ್ಟ್ ಡ್ ಸುರು ಮಲ್ತಿನ ಈ ಎಸ್"
"How many years ago was there a single-digit number?","ಕೆಲವೆರೆ ಪ್ರಕಾರೊ ಇಂದೆಕ್ಕ್ ಸಾಕೆ ಇತ್ತ್ಂಡ್"
"For example  if you have a small pocket and a small circle of contacts  then you will not be able to access the information that you have provided to the Nupugad Sanchit Tyar Uphandala Group.","ಉಂದು ದಾಲಾ ಸುಲಬೊದ ಬೇಲೆ ಅತ್ತ್  ಸಂಪಾದಕೆರೆನ ಒಂಜಿ ಮಂಡಳಿನ್ ಮಲ್ತೊಂದು ನೆಂಪುಗಾದ್ ಸಂಚಿ ತಯಾರ್ ಆಪುಂಡಲಾ ಅಗ್‍ಲೆನ ಒಪ್ಪಿಗೆ ದೆತೊನುಡು  ಅಗ್‍ಲೆನ ಪಾಸಡಿದಕುಲೆನ್  ಕುಟುಮ್ಮೊದಕುಲೆನ್  ನೆಂಪು ಮಲ್ಪೊಡಾಯಿನಾರೆನ ಸಾಹಿತ್ಯ  ಬರವು  ಸೇವೆ  ನೆತ್ತ ಸರಿಯಾಯಿನ ಪೊಲಬು ಇತ್ತಿ ಶಿಷ್ಯ ಮಂಡಲಿನ್ ಒಟ್ಟು ಮಲ್ತೊಂದು ಎನ್ನ ಅಣ್ಣೆ  ಎನ್ನ ದೋಸ್ತಿ  ಪುಸ್ತಕ ಪ್ರೇಮಿ  ಯಾನ್ ತೂಯಿಲೆಕ್ಕ  ಮದಪೆರೆ ಆವಂದಿನಾರ್  ಚರಿತ್ರೆಡ್ ಪುದರ್ ಮಲ್ತಿನಾರ್  ಅತ್ತಂದೆ ನೆಂಪು ಮಲ್ಪೊಡಾಯಿನಾರೆಗ್ ಸಮ್ಮಂದೊ ಪಡೆಯಿ ಕ್ಷೇತ್ರೊದ ಲೇಕನೊಲು  ಚರಿತ್ರೆ  ಸಂಸ್ಕಂತಿ  ಬಾಸೆ ಇಂಚಿತ್ತಿ ಎಡ್ಡೆ ಗುಣ ಮಟ್ಟದ ಲೇಕನ ಅಗ್‍ಲೆಡ್ದ್ ಬರೆಪಾದ್ ಮಸ್ತ್ ಕಾಸ್ ಪಾಡ್ದ್ ಉಂದೆನ್ ಬೊಳ್ಪುಗು ಕನವೊಡಾಪುಂಡು"
"Today is not the last day of the year  but in the month of October  I am going to tell you that Rajyodo Gramo Garamdula Kali Gangsaroon Pariyar Balli and Mariyar Balli Pumpman Sir.","ಇಂಚಿತ್ತಿ ಮಲ್ಲ ನರಮ್ಮಾನಿನ ಜನ್ಮೊ ದಿನೊ ಆಯಿನ ಅಕ್ಟೋಬರ್ ೨ ನಾನಿ ಇಡೀ ದೇಸೊಡು  ರಾಜ್ಯೊಡು  ಗ್ರಾಮೊ ಗ್ರಾಮೊಡುಲಾ ಕಲಿ ಗಂಗಸರೊನು ಪರಿಯರ ಬಲ್ಲಿ  ಮಾರಿಯರ ಬಲ್ಲಿ ಪನ್ಪನೆನ್ ಸರ್ಕಾರೊ ನಿಸೇದೊ ಮಲ್ತಿನವು ನಮೊಕು ಪೆರ್ಮೆದ ಸಂಗತಿ"
"Okay one is worth one and the other one is the next highest bidder.","ಅಕ್ಲೆಗ್ ಒರಿ ಪೊಣ್ಣು ಗೌರಿ ಮರಿಯಾ ಬೊಕ್ಕ ಒರಿ ಮಗೆ ಆದಿತ್ಯ ಉಲ್ಲೆರ್"
"Pracharand Prakashan reads from the left column : * Pustak Sangram Sankarshit * Kanda Pandag * First Kanda Patrike * First Tulu Nee Gantu * Christmas Autobiography","ಪ್ರಸಾರಾಂಗ  ಪ್ರಕಾಶನ  ೨೦೨೨ ಲೇಖನೊಲು ಓದುವುದು ಯಾಕೆ  * ಪುಸ್ತಕ ಸಂಗ್ರಹಿಸು ಸಂರಕ್ಷಿಸು  * ಕನ್ನಡ ಪಂಚಾಂಗ  * ಮೊದಲ ಕನ್ನಡ ಪತ್ರಿಕೆ  * ಮೊದಲ ತುಳು ನಿಘಂಟು  * ಕ್ರಿಸ್ಮಸ್  ಸ್ವಾತಂತ್ರೈ ಪೂವ‍ ತುಳು ಸಾಹಿತ್ಯ  * ಅತ್ತಂದೆ  * ಪಾಂಗಾಲ ಗುಡ್ಡೆ  * ಮುಲ್ಕಿ  * ಮಣಿಪುರ  * ಶಿರ್ವ  * ಕಾರ್ಕಳ  * ಮಡಿಕೇರಿ ಗುಡ್ಡೆ  * ಗೋರಿ ಗುಡ್ಡೆ  * ಬಲ್ಮಠ  * ಮಲ್ಪೆ  * ಇಂಚಿತ್ತಿ ದೇವಾಲೊಯೊಳೆ ಚರಿತ್ರೆ ಅತ್ತಂದೆ ಬಾಸೆಲ್ ಮಿಶನ್ ದಾಕುಲು ಬುಕ್ಕೊ * ದೇಶೀಯ ಕ್ರೈಸ್ತರ್ ಸ್ಥಾಪನೆ ಮಲ್ತಿ ಶಾಲೆಲೆ ಚರಿತ್ರೆ"
"in/article/1080251 / changing-unchanging-anju-makhijas-poetry-is-a-quest-for-the-restful Anjun Baithe main article : शिक्षिक डे बेलवेड ( काता ) में शत्मान के साथ-नुफी कवी है ।","in/article/1080251/changing-unchanging-anju-makhijas-poetry-is-a-quest-for-the-restful ಅಂಜುನ ಬೇತೆ ಮುಖ್ಯ ಪುಸ್ತಕೊಲು ಉಂದು: 'ಸೀಕಿಂಗ್ ದ ಬೆಲವೆಡ್'(ಕಥಾ)  ೧೬ನೆ ಶತಮಾನೊದ ಸಹ-ಅನುವಾದ  ಸೂಫಿ ಕವಿ  ಶಾ ಅಬ್ದುಲ್ ಲತೀಫ್; 'ಉಪ್ಪಿನಕಾಯಿ ಋತು' ಬೊಕ್ಕ 'ಮುಂಬೈ ಬಲೆ;'"
"Dadra and Nagar Haveli Municipal Corporation of Greater Mumbai","ದೈವದ ಪಾತ್ರಿಗ್  ಮಣೆ ಮಂಚವುಗ್ ಅಬ್ಬೊಲಿಗೆನ್ ದೀಪೆರ್"
"Ram ( General Secretary Venkatraman : 1888-1970 ) Arula Nobel Prize winner ( 1930 ) and founder of the Ramon Effect research and development institute.","ರಾಮನ್(ಚಂದ್ರಶೇಖರ ವೆಂಕಟ ರಾಮನ್: 1888-1970) ಆರುಲಾ ನೊಬೆಲ್ ಪಾರಿತೋಷಕ ಪಡೆಯಿನಾರ್‍ (1930)  ರಾಮನ್ ಎಫೆಕ್ಟ ದಂಚಿನ ಮಲ್ಲ ಸಂಶೋಧನೆ ಮಲ್ತ್ ದ್ ಪುಗರತೆ ಪಡೆಯಿನಾರ್‍"
"12 acres of land on the banks of the river at Krushi","ಕೃಷಿ ಮೇಳ ಸುಮಾರ್ 12 ಎಕರೆ ಜಾಗೊಡ್ ಕೃಷಿ ಮೇಳ ನಡಪೆರೆ ಉಂಡು"
"Raipur is the capital of this state.","ರಾಯ್‌ಪುರ ಈ ರಾಜ್ಯೊದ ರಾಜಧಾನಿ ಆದುಂಡು"
"Deshodu Jain with Pratibhaanendu Nepa not coming to service on 12th September 2025","ದೇಶೊಡು ಜೆನ್ ಝೀ ಪ್ರತಿಭಟನೆಲೆನೆಡ್ದಾದ್ ನೇಪಾಳೊದ ಪ್ರಧಾನಿಯಾದ್ ಸೆಪ್ಟೆಂಬರ್ 12  2025ಡ್ದ್ ಸೇವೆ ಮಲ್ತೊಂದುಲ್ಲೆರ್"
"Armenian unification talks Armenia unification and Assyrian unification  Greek-Kurdish union  German-Russian union  Ukrainian unification.","ಅರ್ಮೇನಿಯಾದ ಅದೀಕೃತ ಬಾಸೆ ಅರ್ಮೇನಿಯನ್ ಬಾಸೆ  ಆಂಡ ಅಸ್ಸಿರಿಯನ್  ಗ್ರೀಕ್  ಕುರ್ದಿಶ್  ಜರ್ಮನ್  ರಶ್ಯನ್ ಬುಕ್ಕ ಉಕ್ರೇನಿಯನ್ ಬಾಸೆಲಎನ್ ಅದೀಕೃತ ಅಂದ್ ಸರ್ಕಾರ ಗುರ್ತಿಸಾದ್ಂಡ್"
"Even if they do not raise their voice  they raise their hands.","ವಾಸನೆ ಹಿಡಿಯುವುದರಲ್ಲೂ ಅವು ಬಲು ಚುರುಕು"
"But for a special purpose what is not there in the Analytical book  but in the developmental book  the Niyogakartekshupundu  which has been sold to the public by Munger Book.","ಆನೆದ ವಿಶೇಷ ಗುಣೊ ಬುದ್ಧಿವಂತಿಕೆ ಏಷ್ಯಾದ ಆನೆಲೆಗ್ ಮಸ್ತ್ ಮಲ್ಲ ಬುಕ್ಕೊ್ಕ ಮಸ್ತ್ ಅಭಿವೃದ್ಧಿ ಆಯಿನ ನಿಯೋಕಾರ್ಟೆಕ್ಸ್ ಉಪ್ಪುಂಡು  ಉಂದು ನರಮಾನಿಲು  ಮಂಗೆರ್ ಬುಕ್ಕೊ್ಕ ಕೆಲವು ಡಾಲ್ಫಿನ್ ಜಾತಿಲೆಗ್ಲಾ ಉಪ್ಪುನ ಒಂಜಿ ಗುಣಲಕ್ಷಣ"
"On the basis of the 1674 Raj Pundu Criterion","ಶ 1674 ಡು ರಾಜ ಪಂಡುದು ಕಿರೀಟಧಾರಣೆ ಮಲ್ದೆ"
"Gujarat  Andhra Pradesh and Tamil Nadu are among the top states where remote islands offer tourism.","ಗುಜರಾತ್  ಆಂಧ್ರಪ್ರದೇಶ  ರಾಜಸ್ಥಾನ  ತಮಿಳುನಾಡು ಮುಂತಾದ ರಾಜ್ಯಗಳಲ್ಲಿ ದೊರೆತ ದೀಪಲಕ್ಷ್ಮಿಗಳು ಗಮನವನ್ನು ಸೆಳೆಯುವಂತಿವೆ"
"MY APAGANE MERCHANTABIL APPE-AMMEG 'S MUGLE PROJECT ATTAL PUNPIN SUSHDI KADAPARTH CORPORATION","ಮಯ್ಯೆ ಅಪಗನೆ ಮೂಕಾಂಬಿನ ಅಪ್ಪೆ-ಅಮ್ಮೆಗ್ ಮಗಲ್ ಪೊಂಜೊವು ಆತಲ್ ಪನ್ಪಿನ ಸುದ್ದಿ ಕಡಪಾರ್ದ್ ಕೊರ್ಪೆ"
"Take a look at the official website of the Government of India.","ಉಂದೆನ್ ಭಾರತ ಸರಕಾರ ಪ್ರತಿ ವರ್ಸ ಗಣರಾಜ್ಯ ದಿನೊತಾನಿ ಕೊರ್ಪುಂಡು"
"First of all  let us take a look at some of the best things that you can do on a regular basis.","ಮುಲ್ಪದ ಬಾಸೆಗ್ ತನ್ನವೇ ಆಯಿನ ಶೈಲಿ ಉಂಡು  ಅವೆನ್ ಕುಂದಾಪುರಗನ್ನಡ ಪಂದ್ ಪನ್ಪೆರ್"
"The first stage of the project","ಉಂದೊಂಜಿ ಪೊಸ ವರ್ಗೊ"
"Show the value of the perpendicular line that is bolted to the hook.","ಚಿಕ್ಕು ಕೊಯ್ಯಿನಗ ಬೊಲ್ದುದ ಪೇರ್ದ್ ಲೆಕ್ಕಂದಿನ ಮಯಣ ಬರ್ಪುಂಡು"
"The left / right-hand column shows the area of this product.","೫೦೦/- ಲೇಖನ ಬರೆಪಿನಕಲೆಗ್ ಈ ಪತ್ರಿಕೆಡ್ ಅವಕಾಶ ಉಂಡು"
"The Book of Indian Poems is published today ( 2000 ).","ಎ ನ್ಯೂ ಬುಕ್ ಆಫ್ ಇಂಡಿಯನ್ ಪೊಯಮ್ಸ್ ಇನ್ ಇಂಗ್ಲಿಷ್ (2000) ಆವೃತ್ತಿ"
"Now  let us look at the concept of condom box  what is the meaning of pappi?","ನನ  ಕನ್ನಡ ಬಾಸೆಡ್ ಕುಂದ ಪದೊಕ್ಕು ಗೋಡೆ ಪನ್ಪಿ ಅರ್ಥ ಇತ್ತಿನೆಡ್ದಾವರ  ಕುಂದದ ರೀತಿ ಉಪ್ಪುನ ಬೊಟ್ಟ ಕುಂದಾದ್ರಿ ಪಂಡ್‌ದ್ ಪುದರ್ ಬತ್ತ್‌ದ್ ಉಪ್ಪೆರೆಲಾ ಯಾವು"
"Have a different work ethic from that of the self-help group.","ಅಭನೇರಿದ ಹರ್ಸತ್-ಮಾತಾ ದೇವಾಲಯ ಕಾಮದೇವೆರ್ನ ಪ್ರಾತಿನಿಧ್ಯನ್ ಹೊಂದುದು೦ಡು"
"Or Sonny Paul Arne Khushiyonki Gullak Ashi Dla Arne Natten Ability Developed","ಆರ್ ಸೋನಿ ಪಲ್ ಅರೆನ ಖುಷಿಯೋಂ ಕಿ ಗುಲ್ಲಕ್ ಆಶಿ ಡ್ ಲಾ ಅರೆನ ನಟನೆ ಸಾಮರ್ಥ್ಯ ನ್ ತೋಜಾಪಾದೇರ್"
"Saugal Ornithobritten Taalibandh Ati Prasiddha Baliga Pandth Laptower","ಸಾಹಗಲ್ ಆರೆನ್ ""ಬ್ರಿಟನ್ ದ ತಾಲಿಬಾನ್ ದ ಅತ್ಯಂತ ಪ್ರಸಿದ್ಧ ಬೆಂಬಲಿಗ"" ಪಂಡ್ದ್ ಲೆಪ್ಪುವೆರ್"
"Establishment of a state-of-the-art aeronautical and biotech infrastructure in Nagaland","ಇಂಚಿಪ್ಪದ ದಿನೊಕುಲೆಡ್ ಪ್ರಜಾಸತ್ತೆಗಾದ್ ಹೋರಾಟ ತೀವ್ರ ಆದ್ ಬಹುಪಕ್ಷೀಯ ಸಾಂಸದೀಯ ವ್ಯವಸ್ಥೆನ್ ಸ್ಥಾಪಿಸಯೆರ್"
"Development of a new book on Kannada script - Dada","ಕನ್ನಡ ಲಿಪಿ ಉಗಮೊ ಬುಕ್ಕೊ ವಿಕಾಸೊ - ಡಾ"
"For example  with the help of designer Bukko Puter Poi.","ಉಣ್ಣೆ ವ್ಯಾಪಾರಿ ಬುಕ್ಕೊ ಪುದರ್ ಪೋಯಿನ ಸಂಗೀತಗಾರೆ"
"With the help of the past  bring up Vijay Prakash's day.","ಗಾಳಿದ ಸಹಾಯೊಡು `ಬೀಜಪ್ರಸಾರ ಆದ್ ದಯಿ ಕೊಡಿಪುಂಡು"
"On the basis of the performance of the training program of the first division manufacturer Bokkar Shikshakar Iyer said","ಫ್ರೆಂಚ್ ಭಾಷೆದ ವಿದ್ವಾಂಸೆರ್ ಬೊಕ್ಕ ಶಿಕ್ಷಕೆರ್ ಆಯಿನ ತ್ರಿನಂಜನ್ ಚಕ್ರವರ್ತಿನ್ ಮದಿಮೆ ಆಯೆರ್"
"This process is based on the increase in the cost of production of a certain amount of labor and an increase in its specific output and finally  this type of labor supply.","ಈ ಪದ್ಧತಿಯ ಅನುಯಾಯಿಲು ಕೇಲ ಕೃಷಿ ಉತ್ಪಾದನೆಯ ವೆಚ್ಚತ ಮಿತ್ತ್ ಒಂಜಿ ಸ್ಪಷ್ಟವಾಯಿನ ಹೆಚ್ಚುವರಿ ನಿರ್ಮಾಣ ಅತ್ತ್ಂಡ್  ಬುಕ್ಕ ಈ ಪ್ರಕಾರೊ ಕೃಷಿ ಪೂರ ಸಂಪತ್ತಿ ಆಧಾರಂದು ನಂಬುತೆರ್"
"From our point of view  this is a very important day for all of us.","ಸಾವಿರಾರು ವರ್ಸೊಡ್ದಿಂಚಿ  ಈ ನದಿನ್ ನೀರ್  ನೀರಾವರಿ  ನೈರ್ಮಲ್ಯ  ಸಾರಿಗೆ  ಉದ್ಯಮ  ಗಡಿ ಗುರುತು  ಬೊಕ್ಕ ಯುದ್ಧೊಗು ಬಳಕೆ ಮಲ್ತೊಂದು ಬೈದೆರ್"
"Left Organs of Filmisthan Doji's book is written in English.","೨೦೨೦ಡ್  ಆರ್ ಗ್ಯಾಂಗ್ಸ್ ಆಫ್ ಫಿಲ್ಮಿಸ್ತಾನ್ ಡ್ ತೋಜಿದ್ ಬತ್ತೆರ್ ಬುಕ್ಕೊ ಅಯಿನ್ ಲಾ ಬುಡ್ದು ಪೋಯೆರ್"
"It has been in existence in India since 1964.","ಭಾರತದಲ್ಲಿ 1964ರಿಂದ ಈ ಬಗೆಯ ಕುಸ್ತಿ ನಡೆಯುತ್ತಿದೆ"
"Bhulok's short story was published last year  but it is unlikely to be published in the near future.","ಭೂಲೋಕದ ಕೈಲಾಸ ಪಂದೆ ಪ್ರಸಿದ್ದಿ ಆತಿನ ಜಾಗೆ ನರಹರಿ ಸದಾಶಿವ ಗುಡ್ಡೆ"
"So  at the end of the first day you will see that if you are not able to do that  then you will not be able to achieve anything.","ಸೀತೆ ಒರ್ತಿಯೆ ಗೊಬ್ಬಿನ ಆಟ ಉಂದು ಅಂಚಾದ್ ನೆಕ್ಕ್ ಆ ಪುದರ್ ಬತ್ತ್ಂಡ್ ಗೊಬ್ಬುನ ಕ್ರಮ ಸೀತೆ ಆಟ ಪಂಡ ಒರ್ತಿಯೆ ಗೊಬ್ಬುನ ಗೊಬ್ಬು"
"Competitive response to the demand for efficient business design approach and constructive direct economic strategy requires a minimum commitment from the financial institution and the government.","ಸಮೃದ್ಧ ವಾಣಿಜ್ಯ ವ್ಯಾಪಾರ ಪದ್ಧತಿ ಉದ್ಯೋಗ ನಿಬಂಧನೆಲು ವಿರುದ್ಧವಾಯಿನ ಪ್ರತಿಕ್ರಿಯೆ  ಪ್ರಕೃತಿ ಸಿದ್ಧ ಆರ್ಥಿಕ ಪದ್ಧತಿ ಅನುಯಾಯಿಲು  ಅರ್ಥವ್ಯವಸ್ಥೆ ಕನಿಷ್ಠಸಾಧ್ಯ ಸರ್ಕಾರಿ ಹಸ್ತಕ್ಷೇಪೊನ್ ಸೂಚನೆ ಕೊರ್ಪುನ  ಸರಕಾರದ ತಟಸ್ಥ ನೀತಿ (ಲಸೆ-ಫ಼ೇರ್) ಒಂಜಿ ಧೋರಣೆ ಪರ ವಾದಮಾಲ್ತೆರ್"
"Another one is called Shurukku Batatein Kukkar D.B.Paavundar E / C.T.G.T and B. P.A with Engine B.P.Avundar Batate M / s.","ಮಲ್ಪುನ ವಿದಾನೊ ಸುರುಕು ಬಟಾಟೆನ್ ಕುಕ್ಕರ್ ಡ್ ಬೈಪಾವುನಾಂಡ ೪/೫ ಸಿಟಿ ಗೆತ್ತ್ ದ್ ಬೈಪಾವೊಡು  ಇಂಚನೆ ಬೈಪಾವುನಾಂಡ ಬಟಾಟೆ ಮಸ್ತ್ ಮೆದು ಆನೆಟ್ಟ ಬೈಪಾವೊಡು"
